employee_id,employee_name,region,hire_date,monthly_salary,monthly_sales,num_clients_handled,performance_rating,incentive_percent,department_id,department,annual_budget,head_of_department
15302,Susan Mcguire,North,26-05-2017,67098,423537,27,2,0,5,,,
15303,Eduardo Williams,South,02-03-2018,61033,406026,15,2,0,4,,,
15304,Aaron Hernandez,West,22-01-2024,65763,438921,6,1,5,1,,,
15305,Sharon Jones,South,06-02-2023,108860,440180,42,5,15,3,,,
15306,John Braun,West,10-03-2023,41900,49231,39,4,10,5,,,
15307,Luis Kennedy,North,09-01-2024,53354,420721,24,2,20,5,,,
15308,Rachel Hicks,West,02-05-2019,32214,285279,23,1,0,4,,,
15309,Bethany Barry,South,11-08-2023,42340,221641,5,5,15,1,,,
15310,James Miller,East,21-04-2022,46659,200294,7,1,10,6,,,
15311,Kenneth Mosley,North,18-01-2021,44687,39838,22,2,5,2,,,
15312,Julie Norman,North,04-07-2015,36553,423016,29,4,10,6,,,
15313,Dr. Ashley Long,South,14-08-2022,103874,65132,31,5,10,5,,,
15314,Nicole Zimmerman,West,18-01-2021,47235,155763,35,2,10,6,,,
15315,Ronald Torres,West,26-06-2022,116443,119438,34,3,20,5,,,
15316,Robin Gomez,West,26-03-2016,104215,19806,19,2,0,6,,,
15317,Jason Snyder,North,15-04-2022,74143,303732,34,1,0,5,,,
15318,Misty Sullivan,North,08-11-2022,104311,148594,30,2,20,5,,,
15319,Patricia Stewart,South,22-04-2020,118719,334013,19,3,15,4,,,
15320,John Jarvis,West,23-05-2023,59287,60214,18,3,10,1,,,
15321,Laura Sanchez,West,06-11-2015,99846,312382,1,2,5,5,,,
15322,Corey Brooks,South,31-05-2019,110863,107828,41,3,20,2,,,
15323,Sarah Mcgrath,North,30-01-2024,54140,266424,16,1,10,2,,,
15324,Jessica Harris,North,03-11-2015,60657,392299,40,3,10,3,,,
15325,Timothy Brooks,East,16-12-2018,89494,399548,28,3,0,5,,,
15326,Paul Lee,East,22-10-2021,44746,416813,11,4,20,5,,,
15327,Hannah Baker,West,31-08-2018,101427,473302,48,1,5,5,,,
15328,April Cuevas,North,17-02-2017,118114,375891,32,3,20,6,,,
15329,Timothy Smith,West,25-10-2023,79494,444694,26,2,5,5,,,
15330,Tara Haas,North,20-08-2023,37745,455792,10,3,10,5,,,
15331,Bryan Holloway,East,18-11-2023,31423,147006,23,5,5,2,,,
15332,Joseph Collins,South,06-09-2022,77305,244798,48,5,10,1,,,
15333,Jennifer Hall,North,21-04-2024,42059,337889,45,1,5,1,,,
15334,Elizabeth Smith,East,07-07-2015,54721,399710,39,5,0,3,,,
15335,Michael Anthony,East,11-11-2023,109787,100978,33,5,20,2,,,
15336,Lisa Sanders,North,29-05-2018,102183,374388,14,3,0,5,,,
15337,David Allison,West,13-12-2017,64679,352459,9,1,15,1,,,
15338,Evan Huang,North,26-05-2023,93638,394132,14,4,20,4,,,
15339,Kathy Garrett,East,30-08-2023,58277,436159,36,3,20,4,,,
15340,Sean Brown,North,01-10-2022,96875,213862,41,4,5,4,,,
15341,Latoya Hoffman,South,27-03-2023,44764,211464,2,2,10,5,,,
15342,Amanda Sparks,West,24-11-2023,101982,95449,11,5,5,5,,,
15343,John Brown,North,01-04-2017,46881,411624,14,3,20,3,,,
15344,Kenneth Cooper,East,12-08-2015,106676,392357,36,1,0,3,,,
15345,Edward Silva,East,24-07-2021,79942,193134,35,5,10,3,,,
15346,Brooke Wolfe,West,20-11-2019,38201,187558,42,2,5,6,,,
15347,Joseph Cooper,North,15-11-2023,54568,190827,25,5,0,4,,,
15348,Angela Nelson,East,07-10-2015,61330,56508,33,5,5,5,,,
15349,Jeremiah Wright,West,18-10-2023,32816,265694,9,4,20,4,,,
15350,Kathleen Cordova,South,02-05-2016,63094,185335,13,2,5,3,,,
15351,Joshua Reese,West,20-03-2023,112802,240195,43,1,0,5,,,
15352,Joseph Wright,North,13-10-2019,48055,417238,10,5,0,2,,,
15353,Harry Ray,North,17-08-2021,48558,328893,33,5,0,1,,,
15354,Jason English,East,27-07-2021,35235,387893,45,1,5,1,,,
15355,James Lane,South,17-02-2019,46161,151735,9,1,20,3,,,
15356,Jessica Garcia,North,01-11-2019,83418,21662,40,3,15,4,,,
15357,Matthew Dunn,East,27-03-2019,44547,90752,13,3,15,2,,,
15358,Stephanie Harrison,West,05-05-2017,60908,209620,24,5,15,5,,,
15359,Anna Martin,West,15-08-2022,76569,258715,40,3,10,4,,,
15360,Katie Sanders,North,05-05-2020,84259,463186,17,5,20,3,,,
15361,Erica Smith,South,05-02-2020,86021,337864,33,1,20,4,,,
15362,Bobby Holmes,East,22-01-2023,104881,259208,23,3,10,3,,,
15363,Ryan Bryant,North,26-04-2023,32070,114722,27,2,15,6,,,
15364,Kevin Brown,East,30-12-2021,119266,166249,44,2,15,1,,,
15365,Daniel Johns,West,16-06-2022,102080,158765,44,1,10,1,,,
15366,Jennifer Bolton,East,03-04-2019,63688,240747,43,5,0,4,,,
15367,Kristine White,West,18-11-2016,76611,479710,26,2,20,2,,,
15368,Benjamin Johnson,South,14-02-2022,52856,366881,24,3,15,5,,,
15369,Jill Hunter,South,07-10-2015,77574,27396,11,4,15,3,,,
15370,Laura Whitaker,West,31-05-2024,47827,205315,29,5,10,5,,,
15371,Peter Mendez,North,15-03-2016,42699,298574,48,3,5,1,,,
15372,Erin Brooks,West,28-10-2018,113695,403222,5,5,20,2,,,
15373,Brendan Eaton,East,30-11-2016,103756,276189,24,3,20,2,,,
15374,Michael West,East,13-03-2023,48676,208231,9,1,20,5,,,
15375,Daniel Burke,East,12-04-2018,33703,134019,10,1,0,1,,,
15376,Susan Phillips,North,03-11-2023,63593,352514,11,1,5,5,,,
15377,Mr. Daniel Simmons,South,27-10-2017,111547,411470,31,1,20,4,,,
15378,Brett Hughes,South,25-01-2022,54714,198856,3,3,0,2,,,
15379,Shelley Sims,East,06-09-2022,116372,289895,25,2,0,2,,,
15380,Mary Moore,North,22-07-2023,113082,272730,43,3,0,4,,,
15381,Melissa Manning,East,25-09-2017,65301,125066,40,3,20,1,,,
15382,Eric Adams DVM,South,22-12-2022,68380,352310,27,4,20,2,,,
15383,Dana Perez,West,01-10-2018,39551,335290,1,4,10,6,,,
15384,Morgan Morgan DVM,East,20-03-2019,48609,347127,49,3,10,6,,,
15385,Eric Gilbert,East,17-05-2018,99208,487623,48,1,5,6,,,
15386,Mark Blanchard,East,09-01-2017,32160,53401,16,4,10,3,,,
15387,Javier Krueger,South,08-10-2021,87626,321031,35,4,20,3,,,
15388,Mikayla Smith,North,28-01-2018,31797,243322,15,3,10,1,,,
15389,Lisa Thomas,West,06-08-2018,41171,469488,34,5,5,4,,,
15390,Danielle King,West,08-06-2019,77958,128035,11,4,20,5,,,
15391,Lisa Oneill,West,19-01-2020,53453,268751,9,1,15,1,,,
15392,Bailey Clark,East,12-11-2016,103429,231141,24,3,15,5,,,
15393,Maurice Noble,South,21-09-2023,50792,100210,37,5,15,1,,,
15394,Jeremy Mccarthy,West,30-09-2017,31930,25218,35,2,5,3,,,
15395,Shelly Edwards,East,31-08-2018,45705,151723,22,1,5,6,,,
15396,Michelle Nelson,North,19-02-2022,114438,447475,40,1,20,4,,,
15397,Cynthia Williams,East,23-11-2023,92594,133293,38,3,15,3,,,
15398,Robert Savage,West,08-07-2018,30047,419913,7,2,0,4,,,
15399,Kelsey Shepherd,West,31-01-2024,30133,69717,44,1,10,5,,,
15400,Tasha Melton,North,04-04-2016,77622,402253,30,1,15,1,,,
15401,Jennifer Walton,South,23-08-2017,117595,69129,29,3,15,2,,,
15402,Jamie Kidd,North,17-12-2021,41238,339112,39,1,15,2,,,
15403,Troy Sosa,North,07-01-2020,65132,88246,41,5,15,4,,,
15404,Andrea Gomez,West,17-02-2016,58082,139674,9,2,20,6,,,
15405,Maria Adams,West,01-12-2021,86305,380234,1,4,10,6,,,
15406,Kathleen Taylor MD,South,23-09-2023,83246,72116,3,4,15,4,,,
15407,Erika Smith,West,18-07-2016,81689,120079,5,2,20,3,,,
15408,Brittany Marshall,North,27-08-2023,70764,252379,11,5,15,2,,,
15409,Nancy Brown,North,04-07-2017,52368,253612,4,3,0,3,,,
15410,Charles Watkins,South,21-11-2020,65239,90481,44,3,20,5,,,
15411,Robert Marshall,West,20-07-2023,97970,157793,33,4,0,2,,,
15412,Kevin Cruz,West,16-12-2020,99871,210949,33,1,15,5,,,
15413,Savannah Bender,North,17-06-2022,111559,460184,45,2,10,1,,,
15414,Martin Daugherty,North,30-12-2015,115442,387389,20,5,20,3,,,
15415,Jeff Gonzalez,West,26-01-2023,114225,473051,37,3,0,4,,,
15416,Christopher Martinez,East,13-03-2024,117207,361112,20,2,0,2,,,
15417,Lisa Allen,North,04-02-2018,76270,404432,34,1,10,3,,,
15418,Thomas Russell,North,20-03-2016,117601,448086,21,4,20,4,,,
15419,Vincent Jacobson,North,05-07-2016,102979,29814,7,1,5,1,,,
15420,Kimberly Spence,South,26-10-2016,74014,359737,16,5,0,2,,,
15421,Matthew Martin,West,29-11-2016,94880,477679,32,4,20,5,,,
15422,Richard Myers,West,18-07-2017,45665,316429,36,1,5,1,,,
15423,Ryan May,West,16-04-2016,70542,413739,11,5,20,6,,,
15424,Jacqueline Patterson,North,12-06-2023,116769,258025,48,5,15,4,,,
15425,Daniel Williams,West,20-06-2015,66968,302451,29,5,0,2,,,
15426,Sheila Jenkins,West,07-04-2020,53481,276812,42,2,5,2,,,
15427,Kim Smith,West,21-05-2021,100558,38199,34,5,10,1,,,
15428,Julie Carter,South,04-02-2021,82644,378821,10,3,10,2,,,
15429,Bradley Kennedy,South,08-12-2020,76954,97610,3,5,15,4,,,
15430,Timothy Wilson,North,27-02-2016,39145,260829,22,1,15,1,,,
15431,Justin Ware,West,10-06-2022,80494,236220,32,3,5,5,,,
15432,Catherine Massey,North,15-04-2021,90835,105454,44,4,0,1,,,
15433,Samuel Lee,North,29-11-2017,95506,223199,20,3,0,1,,,
15434,Jennifer Stephens,North,09-09-2016,73064,430262,2,1,10,5,,,
15435,Kayla Wright,North,11-09-2016,52954,240569,8,4,15,6,,,
15436,Kristina Richardson,North,11-06-2016,69051,440218,41,1,10,4,,,
15437,Lisa Snyder,North,01-05-2016,116167,204762,25,1,5,6,,,
15438,James Mckay,South,14-07-2020,36574,399373,11,2,10,6,,,
15439,Ashley Jackson,East,15-04-2020,62381,191413,24,2,10,6,,,
15440,Thomas Schultz,South,09-10-2020,56039,260424,26,1,15,3,,,
15441,Christina Jones,North,01-10-2016,35331,372106,35,5,15,6,,,
15442,Brett Wilkerson,East,05-04-2024,60412,99483,40,2,0,3,,,
15443,Jennifer Cole,East,04-05-2023,113857,157881,5,1,0,5,,,
15444,Patricia Boone,West,20-12-2015,47458,25806,15,3,0,4,,,
15445,Matthew Baker,North,25-09-2023,44058,136457,42,1,10,6,,,
15446,Christopher Lewis,North,16-07-2019,65341,433048,14,1,10,2,,,
15447,Christopher Silva,South,13-03-2021,65165,15029,37,4,20,5,,,
15448,Stephen Barrera,East,14-06-2020,88425,277208,18,2,5,3,,,
15449,Jennifer Hill,East,20-04-2016,30418,424457,12,4,20,4,,,
15450,Rita Cooper,North,04-08-2020,112559,108872,3,5,5,1,,,
15451,Stephanie Bailey,West,21-08-2015,81236,397650,40,1,15,4,,,
15452,John Tran,North,02-05-2022,67357,59382,46,2,10,4,,,
15453,Justin Lopez,East,21-09-2017,112278,174834,33,2,20,6,,,
15454,David Brady,West,21-01-2023,113723,140291,4,2,10,6,,,
15455,Albert Johnson,West,01-01-2019,67972,368685,40,1,20,3,,,
15456,Carolyn Saunders,East,07-07-2023,70657,249224,26,1,0,3,,,
15457,Eric Harrison,North,18-07-2021,79690,139945,21,3,5,6,,,
15458,Matthew Byrd,North,22-07-2015,99975,472791,45,4,0,6,,,
15459,Adrienne Meadows,North,04-07-2021,86040,310831,16,4,10,2,,,
15460,William Smith,South,08-10-2016,56794,461349,48,1,15,2,,,
15461,Carmen Harris,South,13-04-2019,39905,334999,23,5,15,5,,,
15462,Mary Williams,West,06-07-2017,96401,466556,24,2,0,6,,,
15463,Alex Mayo,North,15-01-2017,56926,61777,9,1,20,1,,,
15464,William Avila,South,12-12-2018,76052,330524,19,1,0,2,,,
15465,Jamie Wagner,West,15-04-2021,74228,391270,27,1,15,3,,,
15466,James Green,East,22-02-2023,61046,355676,40,2,0,4,,,
15467,Kathryn Mcdonald,East,22-07-2021,34671,204583,31,2,5,5,,,
15468,Robin Lewis,North,20-10-2019,90971,475954,1,1,0,2,,,
15469,Stephen Lee,East,14-04-2016,80187,220893,13,3,20,4,,,
15470,Cheryl Shaw,East,18-01-2018,54871,386643,45,4,10,4,,,
15471,Gary Johnson,East,03-10-2020,96962,16041,4,3,0,2,,,
15472,Patricia George,West,02-08-2015,94140,305497,25,3,5,1,,,
15473,Jasmine Rodriguez,East,08-05-2022,106593,457973,10,1,20,1,,,
15474,Allison Stokes MD,East,11-06-2022,63460,10421,23,2,5,5,,,
15475,Michael Stanley,West,28-07-2016,59171,52273,43,4,20,1,,,
15476,Pamela Wilson,South,09-07-2022,86745,93233,30,3,15,5,,,
15477,Donna Bray,West,06-01-2023,111772,72482,14,5,15,3,,,
15478,Timothy Long,South,02-06-2024,63835,161298,32,2,10,2,,,
15479,Cindy Hernandez,West,23-10-2020,96668,155011,30,2,10,4,,,
15480,James Smith,North,09-01-2023,88465,312371,5,4,20,5,,,
15481,Jennifer Chambers,East,02-09-2019,37612,295049,45,4,5,1,,,
15482,Stacey Farrell,South,08-07-2015,39433,469929,15,4,5,5,,,
15483,Michelle Hernandez MD,West,30-03-2022,30946,85466,17,1,0,6,,,
15484,David Watts,South,17-05-2022,74107,175506,48,2,15,5,,,
15485,Kimberly Sutton,South,07-11-2018,31615,137103,33,1,0,1,,,
15486,Jeremiah Shields,East,23-03-2016,108387,374976,12,1,10,6,,,
15487,Sabrina Meyers,South,19-05-2019,103790,279101,25,1,15,6,,,
15488,Misty Elliott,West,14-04-2022,117635,73425,19,2,5,1,,,
15489,Patrick Guerra,North,25-04-2022,85221,386077,23,5,15,6,,,
15490,Miss Jennifer Ramos,North,15-03-2021,63161,280850,39,3,10,2,,,
15491,Melissa Welch,East,19-04-2023,62598,439313,5,2,15,4,,,
15492,Michael Gibson,West,07-04-2016,119454,474213,40,2,10,2,,,
15493,Megan Hall,West,04-07-2015,105229,473349,21,4,5,2,,,
15494,John Holmes,North,22-02-2017,110690,379628,36,3,20,1,,,
15495,Derek Smith,West,06-06-2017,30388,202928,14,4,15,1,,,
15496,Alexander Ross,South,04-06-2017,79739,464755,6,5,20,4,,,
15497,Brandi Evans,East,08-09-2016,109437,298137,19,1,10,5,,,
15498,Jennifer Murphy DVM,North,14-02-2019,59307,457342,4,4,15,2,,,
15499,Dr. Anna Bennett,East,20-07-2015,103205,64324,24,5,5,6,,,
15500,Michelle Jarvis,South,30-08-2020,87623,491707,26,3,15,4,,,
15501,Mrs. Jennifer Stewart,North,14-07-2018,118628,266677,42,1,5,2,,,
15502,Christian Hawkins,West,16-10-2019,90816,249764,19,5,10,5,,,
15503,Kathryn Hicks,West,08-02-2018,94885,61166,32,4,20,6,,,
15504,Veronica Li,South,04-04-2019,75241,379090,42,5,0,2,,,
15505,Aaron Serrano,North,20-03-2022,82137,23906,45,5,0,3,,,
15506,Kenneth Pierce,East,28-05-2022,51014,493861,35,1,15,4,,,
15507,Stefanie Miller,North,16-02-2021,64198,442659,40,2,20,1,,,
15508,Matthew Andrews,West,06-11-2018,44309,299635,42,5,5,2,,,
15509,Kelli Ray,North,11-07-2016,59925,260578,2,1,0,6,,,
15510,Pamela Williams,North,22-04-2018,46176,220285,33,1,20,6,,,
15511,Dr. Tina Cox,West,02-02-2024,116911,334931,10,3,20,4,,,
15512,Jennifer Black,West,27-09-2023,100603,39535,45,3,10,4,,,
15513,Kelsey Dennis,East,21-08-2021,48422,388375,33,2,0,6,,,
15514,Phillip King,North,08-04-2022,50517,199234,23,4,10,6,,,
15515,Jeffrey Rosales,West,31-10-2022,84503,241065,34,5,20,6,,,
15516,David Ellison,South,09-08-2022,58514,179522,42,5,0,2,,,
15517,Wendy Martin,West,18-01-2023,32215,421893,36,1,5,6,,,
15518,Elizabeth Blake,East,27-04-2016,115276,216272,30,1,15,1,,,
15519,Leslie Peck,East,17-06-2016,46486,446377,39,1,20,6,,,
15520,Marissa Cervantes,South,27-07-2015,104482,444421,5,3,5,1,,,
15521,Heidi Jones,East,09-12-2016,42249,444990,21,1,15,2,,,
15522,Jeffrey Reyes,North,11-04-2023,53187,324410,16,2,0,4,,,
15523,Matthew Novak,East,18-09-2018,83613,362648,7,1,5,1,,,
15524,Linda Stephens,South,13-01-2017,69064,79794,9,4,5,2,,,
15525,Kyle Pierce,East,15-11-2020,101998,71905,41,1,15,6,,,
15526,Gregory Hall,South,31-01-2017,72790,227599,43,5,5,2,,,
15527,Tracy Lee,East,04-05-2018,107437,281506,24,5,0,6,,,
15528,Madison Walker,West,07-03-2019,76783,155327,49,1,0,2,,,
15529,Carrie Wallace,South,10-12-2017,95618,367199,26,5,20,4,,,
15530,Timothy Griffith,East,10-12-2019,72271,250795,32,1,15,1,,,
15531,Sara Martinez,North,13-03-2018,54347,299282,43,1,10,4,,,
15532,Kevin Rich,South,15-11-2018,85142,323489,27,3,0,3,,,
15533,Samantha Hughes,South,11-09-2021,90683,152847,41,3,10,6,,,
15534,Rebecca Pollard,East,28-11-2021,101288,136220,19,5,5,1,,,
15535,Henry Fitzgerald,West,24-02-2024,90791,394410,8,5,15,4,,,
15536,Kaitlin Anderson,West,01-07-2019,33668,427011,37,2,15,1,,,
15537,John Turner,East,11-01-2022,80767,348215,6,2,0,3,,,
15538,Kevin Murray,East,22-05-2016,116166,16950,19,1,0,5,,,
15539,Annette Allen,North,06-10-2022,106531,430153,43,2,15,6,,,
15540,Adam Robinson,East,08-09-2022,64830,471368,23,4,10,6,,,
15541,Thomas Manning,South,29-03-2018,71739,122919,2,3,15,2,,,
15542,Sherry Stone,East,30-06-2020,80210,69868,3,5,20,6,,,
15543,Bruce Silva,North,21-07-2023,65166,265094,2,2,15,6,,,
15544,Kenneth Harris,East,11-04-2019,41196,332069,13,4,10,4,,,
15545,Jenna Hughes,East,20-08-2015,48714,21826,32,2,5,6,,,
15546,Andres Porter,South,10-12-2018,75692,194793,43,5,10,6,,,
15547,Andrew Garcia,West,21-10-2016,80911,122851,25,2,15,3,,,
15548,Craig Weiss,East,31-05-2022,75580,211431,43,3,15,3,,,
15549,Walter Riley,North,17-04-2019,112347,239963,13,2,5,1,,,
15550,Vickie Armstrong,East,29-09-2021,117297,433377,30,4,20,1,,,
15551,Donald Preston,East,28-05-2024,84181,26366,19,2,0,6,,,
15552,Amber Clarke,South,30-04-2018,83028,124379,24,5,10,6,,,
15553,Gregory Lewis,West,12-09-2015,57066,256949,45,2,10,2,,,
15554,Veronica Johnson,West,29-09-2023,94631,415983,33,4,15,1,,,
15555,James Chambers,West,19-03-2020,73281,334990,13,2,10,4,,,
15556,Ruben Kramer,East,22-06-2018,79711,378700,31,1,5,6,,,
15557,Clifford Alexander,South,16-12-2022,100977,495168,38,5,20,4,,,
15558,Susan English,South,26-07-2020,77024,213523,8,1,15,6,,,
15559,Stephanie Navarro,East,11-05-2021,81769,432475,30,1,0,4,,,
15560,William Cisneros,South,27-03-2022,40146,284640,19,5,5,5,,,
15561,Cynthia Crane,West,19-09-2021,63357,354020,32,5,0,4,,,
15562,Brett Davis,South,06-06-2023,85499,42804,30,4,10,1,,,
15563,Patricia Cook,East,15-02-2019,46313,450924,46,4,10,6,,,
15564,Joanna Lawrence,East,04-08-2022,57398,281493,38,4,20,1,,,
15565,Vicki Thompson,North,29-07-2020,39324,345598,17,1,0,4,,,
15566,Andrew Dawson,North,06-01-2023,37432,467115,34,2,5,3,,,
15567,Stacy Bailey,South,01-07-2015,50867,74135,16,3,0,3,,,
15568,Christie Mcclure,South,10-06-2020,64359,457198,37,2,0,3,,,
15569,Valerie Mann,East,22-07-2021,99943,295843,6,3,0,6,,,
15570,Kenneth Hudson DDS,North,27-08-2016,60971,488095,2,3,0,2,,,
15571,Chad Hudson,North,20-04-2021,80759,167068,5,3,10,5,,,
15572,Mitchell Miller,West,03-04-2018,66492,267275,42,3,20,4,,,
15573,Mark Jones,West,06-05-2024,83006,367878,19,5,5,2,,,
15574,Rebecca Wright,East,19-09-2016,71069,280842,1,4,15,3,,,
15575,Scott Smith,East,25-03-2016,107905,36190,38,5,10,4,,,
15576,Christopher Cunningham,East,06-12-2022,60291,396291,25,1,10,2,,,
15577,Sandy Ashley,East,17-02-2020,47152,55885,16,5,5,1,,,
15578,Deanna White,North,14-04-2017,95674,273116,30,4,5,3,,,
15579,William Armstrong,East,31-07-2018,79372,220286,30,2,20,2,,,
15580,Shannon Jones,East,09-05-2019,83079,231633,10,4,15,6,,,
15581,Michael Gibbs,North,11-02-2023,81539,382855,40,2,10,1,,,
15582,Lynn Peterson,West,09-03-2016,32525,496708,24,1,20,3,,,
15583,Rick Frost,East,19-12-2023,39637,88457,21,3,10,5,,,
15584,Kimberly Torres,West,04-02-2016,78324,108515,39,5,20,3,,,
15585,Robert Thompson,North,20-10-2018,86108,421931,15,3,20,6,,,
15586,Lauren Parker,West,28-09-2017,64377,42006,5,1,15,5,,,
15587,Jonathan Mcmahon,North,17-04-2024,110069,65572,36,1,0,5,,,
15588,Stacy Smith,East,30-05-2020,117363,101176,42,2,10,5,,,
15589,Jessica Herman,West,02-05-2019,90207,27830,22,2,20,4,,,
15590,Tanya Nelson,East,18-09-2015,52368,127704,8,1,20,4,,,
15591,Paul Baldwin,South,12-05-2020,55736,224524,31,4,5,5,,,
15592,Angela Mcintosh,South,26-05-2018,47753,435323,1,3,0,1,,,
15593,Lisa Cole,West,31-07-2021,33571,193177,20,5,5,5,,,
15594,Jessica Jimenez,North,17-07-2022,56798,74030,28,1,0,2,,,
15595,Aaron Pena,West,12-07-2018,63256,339513,31,5,15,5,,,
15596,Francisco Schneider,North,12-10-2015,77419,352476,24,1,15,4,,,
15597,Darin Brown,South,11-02-2021,106595,492618,45,2,5,4,,,
15598,Emily Thompson,North,11-07-2015,60624,425349,7,2,5,2,,,
15599,Casey Waters,South,03-06-2016,39056,274551,2,1,0,2,,,
15600,Christina Rivas,West,18-03-2019,93279,275449,9,5,0,3,,,
15601,Taylor Clark,East,26-02-2017,48564,41653,19,3,5,1,,,
15602,Sarah Martin,East,23-04-2018,41220,473914,41,1,5,1,,,
15603,Erica Nicholson,East,03-06-2024,41290,465907,49,1,20,1,,,
15604,William Jones,North,31-12-2021,82480,296593,25,4,10,6,,,
15605,Benjamin Gill,East,28-02-2021,50018,481685,23,1,5,4,,,
15606,Rhonda Vazquez,North,19-02-2021,85138,175196,10,2,0,1,,,
15607,Chelsea Parker,East,21-10-2022,112155,237996,23,4,20,3,,,
15608,Richard Pena,North,25-05-2020,111567,247035,33,4,15,3,,,
15609,Jessica Olson,North,20-02-2017,113302,159709,43,2,15,1,,,
15610,Elizabeth Anderson,South,01-09-2022,39006,87725,19,2,15,2,,,
15611,Jennifer Luna,South,31-03-2021,73926,363191,34,2,20,3,,,
15612,Jeremy Howell,West,14-04-2018,109118,289650,37,5,5,2,,,
15613,Lisa Morris,South,18-01-2018,56265,449332,3,4,10,4,,,
15614,Linda Davis,North,18-01-2017,45908,229509,45,3,15,6,,,
15615,Richard Maynard,South,08-10-2022,101165,459926,7,3,5,3,,,
15616,Ann Wagner,South,03-12-2017,114406,158965,43,5,15,2,,,
15617,Emily Clark,South,05-07-2019,48049,220833,49,3,15,1,,,
15618,William Smith,North,24-05-2021,40827,237719,1,4,15,4,,,
15619,Patrick Keith,North,01-04-2020,99522,395734,36,2,0,5,,,
15620,Robin West,West,28-02-2018,70954,43761,1,4,20,5,,,
15621,Sue Howard,South,28-05-2017,97359,121971,41,5,20,1,,,
15622,Olivia Davis,South,22-06-2016,92934,436038,30,5,0,4,,,
15623,Tammy Jones,North,20-01-2020,84980,396664,32,1,15,4,,,
15624,Samuel Jackson,West,22-07-2019,84582,402111,49,5,20,4,,,
15625,Brett Howard,West,23-05-2018,117256,221698,19,5,20,4,,,
15626,Robert Mcdonald,North,15-11-2020,116008,164185,47,4,20,5,,,
15627,Barbara Ellison,South,10-05-2019,30610,86089,10,4,15,2,,,
15628,Mark Clark,West,21-07-2017,66636,486892,44,5,15,4,,,
15629,Peter Williams,West,09-04-2022,116245,442143,48,4,20,2,,,
15630,Jennifer Stout,South,23-03-2016,41884,81064,44,4,10,4,,,
15631,Laura Chavez,West,13-10-2022,116355,100887,33,5,5,3,,,
15632,James Valencia,South,23-06-2016,81315,376547,45,2,5,6,,,
15633,Erica Morris,West,30-07-2019,80901,218250,4,5,15,3,,,
15634,Kimberly Graves,West,04-06-2022,51556,70086,20,3,10,6,,,
15635,Kendra Mercado,North,11-01-2022,76676,452931,44,4,10,3,,,
15636,Christopher Chandler,West,05-10-2019,108758,57614,15,1,10,4,,,
15637,Ian Robinson,South,27-11-2018,116603,356458,41,5,0,2,,,
15638,Meagan King,West,21-10-2021,41018,373340,30,2,0,6,,,
15639,Paula Robinson,North,03-11-2016,66599,170665,7,2,20,5,,,
15640,Tony Taylor,West,09-07-2023,97915,309032,38,4,10,1,,,
15641,Arthur Gonzalez,East,07-08-2023,52489,489323,41,5,5,6,,,
15642,Isabella Glenn,South,30-09-2020,78071,20568,18,5,0,6,,,
15643,Eric Barr,East,03-10-2017,42394,232745,30,3,15,5,,,
15644,Oscar Ramirez,North,30-05-2020,44417,144091,8,5,15,4,,,
15645,Ashley Anderson,East,01-05-2017,57849,244073,21,3,10,3,,,
15646,Justin Ramsey,West,29-12-2023,65207,350309,45,2,20,3,,,
15647,Amanda Powell,South,22-05-2022,91669,275088,7,5,10,2,,,
15648,Stephen Smith,East,23-03-2019,54290,449743,44,4,15,4,,,
15649,John Ellis,West,01-06-2023,45115,360603,5,3,15,5,,,
15650,Ronald Miller,East,14-03-2017,62752,456359,32,3,20,4,,,
15651,Lisa Rivera,West,17-07-2023,76402,297261,16,4,0,4,,,
15652,Jessica Wallace,West,03-04-2021,54241,200989,40,1,20,3,,,
15653,Nicholas Castaneda,East,15-01-2024,79021,394501,26,4,5,5,,,
15654,Megan Jensen,North,02-06-2020,68197,273297,27,3,15,1,,,
15655,Madison Foster,South,14-04-2024,94079,238482,39,4,5,6,,,
15656,Maria Scott,North,14-02-2018,119979,349461,28,3,15,3,,,
15657,Christine Turner MD,East,22-03-2019,66533,52706,33,1,15,5,,,
15658,Danielle Perez,West,06-12-2021,107897,93092,2,5,10,2,,,
15659,Jason Pacheco,East,29-11-2016,119832,204540,41,2,15,6,,,
15660,Brian York,West,10-02-2020,104381,68643,15,1,15,6,,,
15661,Brian Reyes,West,15-01-2023,109283,161188,39,5,15,3,,,
15662,Michael Harris,North,10-03-2023,113093,410935,7,4,15,2,,,
15663,Samantha Carlson,North,15-11-2020,97203,46035,20,3,10,3,,,
15664,Joseph Grant,East,06-03-2021,76963,96424,13,1,10,4,,,
15665,Eric Walker,South,03-01-2019,61034,301698,32,4,5,5,,,
15666,Scott Castillo,North,17-06-2018,44143,261515,29,5,5,2,,,
15667,Stephen Adams,West,10-11-2023,98857,11222,4,2,5,6,,,
15668,Nicole Jones,East,11-03-2021,99662,145712,19,1,20,3,,,
15669,Susan Jensen,East,27-02-2023,49177,408130,10,2,10,6,,,
15670,Jessica Howell,South,24-02-2021,104835,190825,36,4,10,2,,,
15671,Christopher Williams,East,28-11-2022,76051,388320,12,5,0,6,,,
15672,Victoria Shepherd,North,17-04-2024,101721,483031,22,1,0,3,,,
15673,Caitlin Gibson,West,07-07-2015,82937,430953,27,5,0,3,,,
